respondent_id,age,bedtime_screen_time_minutes,total_daily_screen_time_hours,doomscroll_sessions_per_night,avg_doomscroll_session_minutes,sleep_hours_per_night,sleep_latency_minutes,number_of_night_wakeups,caffeine_intake_mg_per_day,anxiety_score,stress_score,sleep_quality_score,daytime_fatigue_score,number_of_news_apps_used,phone_checks_per_night,exercise_minutes_per_day,days_since_last_digital_detox,weekly_sleep_debt_hours,gender,occupation_status,country_region,primary_device_used_at_night,bedtime_routine_type,uses_night_mode,keeps_phone_in_bedroom,consumes_negative_news_content,uses_sleep_tracking_app,doomscroller,sleep_quality_category
D30519,38,31.0,4.06,1,31.7,6.7,18.0,2,223.0,1,5,5.0,7,4,4,70.0,125.0,9.7,Male,Employed Part-time,United States,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Fair
D30520,27,28.0,5.85,1,28.9,8.2,8.0,4,99.0,1,5,5.0,9,2,6,18.0,20.0,0.0,Female,Employed Full-time,United Kingdom,Smartphone,No Fixed Routine,No,Yes,No,Yes,No,Good
D30521,28,105.0,7.99,2,51.9,6.6,17.0,0,33.0,4,5,5.0,7,3,1,47.0,28.0,9.0,Female,Student,United Kingdom,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Fair
D30522,27,22.0,1.97,2,6.7,7.1,5.0,0,105.0,4,5,5.0,5,4,2,47.0,4.0,6.5,Female,Employed Full-time,India,Smartphone,Meditation/Journaling,No,Yes,No,No,No,Fair
D30523,35,47.0,2.46,2,25.8,6.2,20.0,3,162.0,3,5,4.0,8,4,4,31.0,48.0,15.0,Male,Employed Full-time,India,Smartphone,Meditation/Journaling,No,No,No,Yes,Yes,Poor
D30524,39,17.0,1.0,1,17.3,8.2,12.0,2,63.0,3,4,5.0,8,2,3,45.0,53.0,2.8,Male,Employed Full-time,Brazil,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Good
D30525,15,89.0,4.19,3,34.6,6.0,35.0,1,39.0,6,10,5.0,8,2,3,0.0,78.0,13.1,Female,Employed Full-time,Australia,Tablet,Scrolling Social Media,No,Yes,No,Yes,Yes,Poor
D30526,15,62.0,4.03,4,16.9,6.8,18.0,2,71.0,3,3,5.0,6,2,3,32.0,95.0,7.8,Male,Employed Part-time,Canada,Smartphone,Scrolling Social Media,Yes,Yes,No,No,Yes,Poor
D30527,37,32.0,4.33,3,10.0,7.6,24.0,4,266.0,3,5,4.0,7,1,5,26.0,4.0,5.4,Male,Employed Part-time,Nigeria,Smartphone,Reading,Yes,No,No,No,No,Fair
D30528,22,102.0,3.87,5,22.0,7.7,50.0,2,160.0,5,6,5.0,9,2,3,23.0,14.0,2.0,Female,Student,UAE,Smartphone,No Fixed Routine,Yes,Yes,No,No,No,Good
D30529,32,15.0,2.09,1,14.8,8.5,35.0,3,208.0,3,5,4.0,8,2,4,48.0,7.0,0.0,Female,Employed Full-time,Germany,Smartphone,Reading,No,No,No,No,No,Poor
D30530,34,19.0,3.38,2,7.2,7.7,16.0,1,201.0,5,7,5.0,6,3,1,55.0,55.0,6.1,Female,Employed Full-time,India,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Good
D30531,17,36.0,2.04,3,7.5,7.7,22.0,3,31.0,5,5,5.0,6,3,4,46.0,38.0,5.3,Male,Student,India,Tablet,Watching Videos,Yes,Yes,No,No,Yes,Poor
D30532,25,172.0,7.81,4,39.6,5.7,80.0,1,381.0,9,10,4.0,8,3,2,26.0,34.0,17.8,Male,Student,Germany,Smartphone,No Fixed Routine,No,Yes,Yes,No,Yes,Poor
D30533,32,76.0,3.28,3,24.6,8.9,39.0,1,129.0,4,9,5.0,5,2,4,63.0,56.0,0.0,Male,Unemployed,UAE,Laptop,Scrolling Social Media,No,Yes,No,No,Yes,Good
D30534,33,48.0,3.42,4,7.9,6.4,48.0,2,45.0,5,8,5.0,6,2,4,37.0,15.0,9.5,Male,Student,India,Laptop,Scrolling Social Media,No,No,No,Yes,Yes,Poor
D30535,30,60.0,2.71,0,60.2,7.5,19.0,1,173.0,5,7,5.0,6,1,1,55.0,53.0,2.7,Female,Student,United States,Smartphone,No Fixed Routine,Yes,Yes,No,No,No,Fair
D30536,35,96.0,3.96,2,49.4,6.0,41.0,1,72.0,5,6,4.0,5,3,1,46.0,30.0,11.7,Male,Student,United States,Smartphone,Scrolling Social Media,Yes,Yes,Yes,Yes,Yes,Poor
D30537,28,184.0,7.32,7,27.3,7.6,78.0,3,348.0,10,10,5.0,7,1,7,52.0,148.0,2.9,Female,Employed Full-time,United States,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30538,18,54.0,5.98,1,56.3,8.1,33.0,1,196.0,3,4,,7,2,1,51.0,26.0,0.3,Male,Unemployed,United States,Tablet,Watching Videos,No,Yes,Yes,No,No,Good
D30539,30,52.0,3.82,2,27.0,8.5,31.0,0,62.0,3,6,5.0,7,4,0,92.0,2.0,0.0,Female,Unemployed,United States,Smartphone,Scrolling Social Media,No,Yes,No,Yes,Yes,Good
D30540,31,32.0,3.48,1,29.3,8.6,29.0,1,146.0,5,6,5.0,5,1,1,31.0,53.0,0.0,Male,Student,Nigeria,Smartphone,No Fixed Routine,No,Yes,No,Yes,No,Good
D30541,23,15.0,1.14,1,20.2,7.7,2.0,1,192.0,5,4,5.0,7,0,1,71.0,8.0,1.7,Female,Student,India,Tablet,No Fixed Routine,Yes,No,Yes,Yes,No,Good
D30542,22,56.0,2.35,0,57.7,8.4,29.0,1,69.0,6,5,5.0,5,2,2,49.0,7.0,0.0,Female,Student,Philippines,Smartphone,Scrolling Social Media,Yes,Yes,No,No,No,Good
D30543,46,35.0,3.88,0,33.3,7.4,22.0,0,,7,10,5.0,5,1,1,40.0,35.0,6.5,Female,Employed Part-time,United States,Smartphone,Scrolling Social Media,No,No,Yes,No,No,Fair
D30544,20,30.0,4.29,3,18.5,6.9,36.0,2,76.0,6,8,5.0,9,0,3,62.0,58.0,9.4,Male,Employed Part-time,United States,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30545,29,28.0,1.53,0,29.3,7.8,2.0,0,77.0,3,1,5.0,5,1,1,71.0,25.0,2.5,Male,Student,Canada,Smartphone,Scrolling Social Media,No,Yes,No,Yes,No,Good
D30546,27,63.0,3.93,2,27.6,7.6,27.0,1,,6,6,5.0,6,0,1,29.0,28.0,3.1,Male,Student,Australia,Tablet,Watching Videos,No,Yes,Yes,Yes,No,Fair
D30547,24,17.0,2.43,1,19.3,8.3,13.0,1,23.0,5,7,5.0,4,1,3,24.0,42.0,0.0,Male,Employed Full-time,United States,Smartphone,Watching Videos,Yes,Yes,Yes,No,Yes,Poor
D30548,32,32.0,4.06,1,34.4,8.1,10.0,0,132.0,5,5,5.0,5,2,1,68.0,25.0,0.4,Female,Student,India,Smartphone,Scrolling Social Media,Yes,Yes,No,No,No,Good
D30549,27,53.0,3.08,3,12.5,5.2,38.0,4,102.0,3,6,3.0,10,0,5,63.0,156.0,19.5,Female,Employed Full-time,United Kingdom,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30550,40,44.0,4.04,3,12.2,6.1,25.0,2,56.0,7,7,5.0,6,3,6,63.0,1.0,12.5,Female,Employed Part-time,Brazil,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30551,33,26.0,1.82,1,27.9,6.9,19.0,0,121.0,2,3,5.0,5,2,1,31.0,125.0,4.8,Female,Student,India,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Fair
D30552,28,47.0,2.1,1,43.4,7.4,54.0,0,191.0,6,5,5.0,4,2,2,61.0,55.0,5.8,Male,Employed Part-time,United States,Laptop,No Fixed Routine,No,Yes,Yes,Yes,No,Good
D30553,32,22.0,2.91,1,23.6,7.7,7.0,2,183.0,6,8,5.0,6,2,4,,60.0,1.2,Female,Employed Full-time,United Kingdom,Laptop,Scrolling Social Media,Yes,Yes,No,No,No,Good
D30554,27,95.0,7.32,5,17.1,7.2,53.0,4,350.0,5,8,,9,2,6,55.0,1.0,0.0,Female,Student,India,Smartphone,Meditation/Journaling,No,Yes,Yes,Yes,Yes,Poor
D30555,43,49.0,7.2,2,20.4,6.0,40.0,1,66.0,5,8,5.0,5,3,2,89.0,107.0,15.3,Male,Unemployed,Australia,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30556,29,27.0,4.34,0,25.8,6.7,21.0,2,141.0,3,4,5.0,8,2,3,60.0,31.0,10.0,Female,Employed Part-time,Germany,,Meditation/Journaling,Yes,Yes,No,Yes,No,Fair
D30557,22,72.0,3.91,5,13.5,7.0,24.0,3,32.0,4,5,4.0,7,1,5,37.0,61.0,8.9,Female,Employed Full-time,United States,Smartphone,Watching Videos,Yes,Yes,No,No,Yes,Poor
D30558,33,33.0,1.49,0,34.6,7.6,38.0,1,24.0,5,6,5.0,4,1,3,52.0,122.0,1.4,Female,Student,United States,Smartphone,Scrolling Social Media,No,No,Yes,No,No,Good
D30559,35,47.0,6.09,2,30.3,6.7,38.0,3,409.0,4,5,3.0,10,2,4,36.0,6.0,11.7,Female,Student,Philippines,Smartphone,Scrolling Social Media,No,Yes,Yes,No,No,Fair
D30560,19,16.0,1.0,0,12.6,7.9,18.0,1,115.0,3,4,5.0,5,1,1,34.0,17.0,3.3,Male,Student,Brazil,Smartphone,,No,Yes,Yes,No,No,Good
D30561,17,32.0,3.78,2,13.4,9.5,21.0,1,342.0,5,6,5.0,8,3,1,54.0,28.0,0.0,Female,Unemployed,United Kingdom,Smartphone,Reading,Yes,Yes,No,No,Yes,Fair
D30562,38,51.0,2.01,2,21.4,7.4,20.0,0,75.0,5,10,5.0,6,2,1,81.0,2.0,3.0,Male,Employed Full-time,India,Smartphone,Reading,Yes,Yes,No,No,Yes,Fair
D30563,36,46.0,3.02,2,21.9,8.6,28.0,0,135.0,3,5,5.0,5,2,1,37.0,80.0,0.0,Female,Employed Part-time,UAE,Smartphone,,No,Yes,No,No,No,Good
D30564,33,36.0,5.71,2,16.0,7.9,30.0,0,66.0,7,8,5.0,5,4,1,37.0,24.0,0.0,Female,Employed Full-time,Germany,Smartphone,Scrolling Social Media,Yes,Yes,No,No,Yes,Poor
D30565,38,83.0,5.02,2,37.8,7.6,19.0,1,140.0,5,8,5.0,6,2,2,27.0,5.0,3.3,Female,Student,United Kingdom,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Fair
D30566,21,76.0,2.89,3,29.3,8.2,39.0,2,159.0,7,8,4.0,6,1,3,74.0,25.0,0.0,Female,Unemployed,United States,Smartphone,No Fixed Routine,Yes,Yes,Yes,Yes,No,Poor
D30567,28,37.0,2.15,2,17.9,8.0,31.0,0,200.0,5,7,5.0,5,2,1,96.0,25.0,0.0,Male,Student,India,Smartphone,Reading,Yes,Yes,Yes,Yes,No,Good
D30568,22,23.0,1.02,2,9.5,7.6,15.0,1,59.0,6,4,5.0,4,1,1,28.0,9.0,5.4,Female,Student,Philippines,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Good
D30569,26,37.0,3.53,3,12.0,8.7,36.0,2,201.0,5,6,,5,1,3,73.0,20.0,0.3,Female,Employed Full-time,Canada,Smartphone,No Fixed Routine,Yes,Yes,No,No,Yes,Good
D30570,22,22.0,5.38,0,22.6,5.9,11.0,1,295.0,4,4,5.0,3,2,2,35.0,110.0,17.8,Male,Unemployed,India,TV,Watching Videos,No,No,No,Yes,No,Good
D30571,15,38.0,2.69,0,39.9,6.9,25.0,0,192.0,4,4,5.0,5,1,1,,69.0,5.7,Female,Employed Part-time,India,Smartphone,,No,Yes,No,No,No,Good
D30572,21,61.0,2.39,5,15.6,6.9,27.0,4,40.0,2,5,4.0,8,0,6,53.0,1.0,8.0,Male,Employed Part-time,United States,Laptop,Scrolling Social Media,Yes,No,No,Yes,No,Poor
D30573,44,84.0,6.87,3,28.8,7.2,36.0,3,82.0,8,9,5.0,9,2,5,41.0,75.0,5.2,Female,Student,UAE,Smartphone,Scrolling Social Media,No,No,Yes,No,Yes,Poor
D30574,23,88.0,8.43,3,26.5,5.8,37.0,1,99.0,8,10,5.0,5,1,2,57.0,20.0,11.7,Female,Employed Part-time,Philippines,Smartphone,Reading,Yes,Yes,Yes,No,Yes,Good
D30575,31,27.0,3.38,1,31.6,7.5,11.0,3,86.0,4,8,5.0,8,2,3,23.0,78.0,0.0,Male,Employed Full-time,India,Tablet,Scrolling Social Media,Yes,Yes,No,No,No,Fair
D30576,21,24.0,2.37,0,21.3,7.7,17.0,1,58.0,4,6,5.0,2,2,2,42.0,42.0,1.6,Female,Unemployed,India,Smartphone,Reading,No,Yes,No,Yes,No,Good
D30577,16,19.0,3.44,0,17.8,8.3,8.0,3,180.0,4,8,5.0,9,3,3,78.0,5.0,1.2,Female,Employed Part-time,United States,Smartphone,Watching Videos,Yes,Yes,No,Yes,No,Good
D30578,21,81.0,6.33,4,18.2,7.0,40.0,1,119.0,5,6,4.0,8,2,1,37.0,28.0,4.1,Female,Employed Full-time,United States,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Good
D30579,26,108.0,4.72,3,37.0,6.0,51.0,1,51.0,6,7,5.0,7,2,2,55.0,30.0,14.3,Male,Student,Australia,TV,Scrolling Social Media,Yes,No,Yes,Yes,Yes,Poor
D30580,22,44.0,4.18,2,21.3,7.5,31.0,1,62.0,6,8,5.0,5,3,1,63.0,46.0,5.4,Female,Employed Full-time,India,Smartphone,Scrolling Social Media,Yes,Yes,No,No,Yes,Poor
D30581,24,67.0,3.08,3,24.9,7.1,23.0,1,39.0,6,5,5.0,7,2,1,,73.0,7.1,Female,Student,India,Laptop,No Fixed Routine,No,No,Yes,Yes,Yes,Poor
D30582,30,88.0,5.5,3,28.8,6.8,55.0,3,163.0,5,6,3.0,9,1,4,33.0,59.0,7.3,Male,Employed Full-time,Philippines,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Poor
D30583,44,21.0,1.69,0,21.2,7.8,2.0,2,151.0,2,7,5.0,4,0,3,96.0,28.0,0.8,Male,Employed Full-time,United Kingdom,Smartphone,No Fixed Routine,No,Yes,No,Yes,Yes,Fair
D30584,15,57.0,2.34,4,8.8,6.6,30.0,1,76.0,1,1,5.0,8,0,2,50.0,94.0,8.5,Female,Employed Part-time,Canada,Smartphone,Watching Videos,No,Yes,No,No,No,Fair
D30585,28,43.0,3.88,3,13.0,8.3,9.0,1,161.0,6,8,5.0,5,1,2,90.0,5.0,1.8,Male,Student,United Kingdom,Smartphone,Scrolling Social Media,No,No,Yes,Yes,Yes,Good
D30586,22,33.0,1.55,0,29.8,7.7,3.0,0,42.0,3,5,5.0,6,1,0,103.0,39.0,3.0,Female,Employed Full-time,Philippines,Smartphone,No Fixed Routine,No,Yes,Yes,No,No,Good
D30587,34,72.0,5.53,3,16.3,5.5,51.0,1,74.0,6,4,5.0,5,0,4,,8.0,18.8,Male,Student,Nigeria,Smartphone,Reading,Yes,Yes,Yes,No,No,Fair
D30588,27,72.0,5.56,1,73.8,7.4,58.0,1,56.0,6,8,5.0,6,1,2,85.0,113.0,2.0,Male,Student,India,Tablet,Watching Videos,Yes,Yes,No,No,Yes,Poor
D30589,26,30.0,2.52,1,31.6,8.0,6.0,1,80.0,7,8,5.0,7,1,2,55.0,38.0,0.0,Female,Employed Part-time,Germany,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Fair
D30590,29,32.0,1.32,2,15.3,7.6,20.0,0,126.0,3,5,5.0,5,3,2,75.0,58.0,3.9,Male,Employed Part-time,India,Smartphone,Scrolling Social Media,Yes,Yes,No,No,Yes,Poor
D30591,34,94.0,4.23,2,52.2,6.8,23.0,1,93.0,6,5,5.0,6,2,2,34.0,4.0,7.1,Female,Student,Australia,Tablet,Meditation/Journaling,Yes,No,Yes,No,No,Poor
D30592,21,25.0,1.66,2,16.1,8.7,21.0,0,34.0,6,7,5.0,4,3,0,55.0,10.0,0.0,Female,Employed Full-time,Nigeria,Smartphone,Watching Videos,No,Yes,Yes,Yes,Yes,Good
D30593,35,29.0,3.57,1,35.0,7.0,23.0,1,121.0,3,3,5.0,2,1,1,61.0,9.0,10.2,Female,Student,Canada,Smartphone,Reading,Yes,Yes,No,No,No,Good
D30594,31,22.0,1.75,1,21.0,7.1,16.0,0,73.0,3,5,5.0,4,2,3,42.0,143.0,4.8,Female,Student,India,Laptop,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Fair
D30595,23,33.0,1.86,1,33.2,7.4,19.0,0,330.0,6,8,5.0,6,1,0,42.0,114.0,4.3,Male,Unemployed,India,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Fair
D30596,17,114.0,5.78,3,41.4,6.5,50.0,2,182.0,6,10,4.0,9,0,2,41.0,26.0,11.3,Male,Student,Australia,Smartphone,Reading,No,No,Yes,Yes,Yes,Poor
D30597,25,38.0,2.34,0,36.3,7.2,19.0,1,189.0,4,6,5.0,5,2,1,73.0,100.0,6.0,Male,Employed Full-time,UAE,Smartphone,Reading,No,Yes,Yes,No,No,Poor
D30598,15,6.0,5.3,1,4.5,8.3,8.0,0,131.0,2,7,5.0,3,0,4,65.0,6.0,0.0,Male,Employed Full-time,Nigeria,Smartphone,No Fixed Routine,No,Yes,No,Yes,No,Good
D30599,27,25.0,2.55,0,22.2,7.2,22.0,3,15.0,1,5,5.0,9,0,5,42.0,47.0,5.0,Male,Employed Part-time,United States,Smartphone,Reading,No,No,No,No,No,Good
D30600,17,9.0,2.45,0,11.9,7.2,2.0,2,39.0,5,5,5.0,6,0,3,41.0,22.0,6.6,Male,Employed Full-time,India,Smartphone,Meditation/Journaling,No,Yes,No,No,Yes,Poor
D30601,15,31.0,2.17,1,29.7,7.7,14.0,2,27.0,4,7,5.0,5,0,2,62.0,85.0,0.0,Female,Employed Part-time,United States,Smartphone,No Fixed Routine,No,Yes,No,Yes,No,Good
D30602,35,89.0,4.4,4,18.7,6.1,39.0,3,131.0,8,9,3.0,10,0,3,8.0,90.0,12.3,Male,Employed Full-time,Australia,Laptop,Meditation/Journaling,No,Yes,Yes,Yes,No,Poor
D30603,20,50.0,10.3,1,47.7,8.2,28.0,1,140.0,6,7,5.0,5,2,3,50.0,84.0,0.5,Female,Student,United States,Smartphone,Scrolling Social Media,Yes,Yes,Yes,Yes,No,Good
D30604,40,103.0,4.52,5,19.8,5.9,50.0,4,203.0,8,9,5.0,7,2,6,87.0,5.0,14.3,Female,Employed Part-time,United States,Smartphone,Reading,Yes,Yes,Yes,No,Yes,Poor
D30605,27,59.0,2.83,3,15.5,7.0,11.0,2,168.0,4,8,5.0,6,1,2,60.0,36.0,2.4,Male,Student,Philippines,Smartphone,Watching Videos,No,Yes,No,Yes,Yes,Good
D30606,22,9.0,2.44,0,12.5,7.2,2.0,0,187.0,3,8,,6,2,0,54.0,13.0,7.7,Male,Employed Full-time,United States,Smartphone,Scrolling Social Media,Yes,Yes,No,No,No,Good
D30607,29,43.0,5.46,2,24.6,7.2,28.0,1,13.0,3,1,5.0,10,0,2,56.0,34.0,6.0,Male,Employed Full-time,Canada,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,No,Fair
D30608,17,80.0,5.1,3,25.4,7.5,46.0,2,255.0,4,6,5.0,7,0,4,77.0,13.0,6.5,Female,Employed Full-time,United States,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Fair
D30609,27,127.0,5.21,5,25.8,5.6,48.0,3,66.0,5,8,5.0,8,2,7,56.0,28.0,20.3,Female,Employed Part-time,United Kingdom,Smartphone,Scrolling Social Media,Yes,Yes,No,Yes,Yes,Poor
D30610,15,48.0,4.19,2,21.6,7.0,28.0,2,221.0,2,4,4.0,6,1,3,21.0,153.0,10.8,Female,Employed Full-time,Nigeria,Laptop,Watching Videos,No,Yes,No,Yes,No,Fair
D30611,35,30.0,4.27,2,17.5,7.5,19.0,2,16.0,6,9,5.0,5,1,2,80.0,6.0,2.5,Female,Employed Full-time,India,Smartphone,No Fixed Routine,Yes,Yes,No,Yes,No,Good
D30612,33,11.0,1.56,1,6.4,8.4,23.0,2,75.0,3,5,5.0,5,2,2,72.0,92.0,0.0,Female,Student,India,Smartphone,Reading,Yes,Yes,No,Yes,No,Good
D30613,22,99.0,4.01,3,37.5,7.9,59.0,2,155.0,2,1,5.0,6,0,4,51.0,107.0,0.0,Female,Employed Full-time,Nigeria,TV,No Fixed Routine,Yes,Yes,No,No,No,Good
D30614,36,14.0,1.0,2,4.9,8.5,14.0,0,134.0,5,6,5.0,4,2,0,78.0,52.0,0.0,Prefer not to say,Employed Full-time,India,Smartphone,Watching Videos,No,Yes,No,No,No,Good
D30615,31,57.0,3.26,3,21.6,7.5,29.0,1,51.0,7,7,5.0,6,2,1,35.0,53.0,2.8,Female,Employed Full-time,United Kingdom,Laptop,No Fixed Routine,No,Yes,Yes,Yes,Yes,Poor
D30616,15,30.0,2.52,1,26.8,7.8,12.0,1,60.0,5,9,5.0,4,2,3,72.0,89.0,7.1,Male,Employed Full-time,India,Smartphone,No Fixed Routine,Yes,Yes,Yes,No,Yes,Good
D30617,26,71.0,5.45,4,13.9,7.0,34.0,2,81.0,5,9,5.0,8,1,3,52.0,47.0,5.7,Female,Employed Full-time,India,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30618,22,45.0,2.33,1,46.5,6.9,14.0,0,171.0,4,3,5.0,7,3,2,39.0,47.0,11.3,Female,Employed Part-time,Australia,Smartphone,No Fixed Routine,Yes,Yes,Yes,Yes,No,Good
D30619,27,34.0,2.16,2,24.4,8.5,20.0,2,215.0,2,4,5.0,8,1,3,56.0,67.0,0.0,Male,Student,United States,Smartphone,Meditation/Journaling,No,Yes,No,No,Yes,Poor
D30620,30,39.0,2.51,0,38.8,8.6,23.0,1,45.0,6,5,,3,1,2,46.0,45.0,0.0,Male,Student,Australia,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Good
D30621,38,171.0,11.36,6,30.0,5.7,69.0,4,129.0,8,8,3.0,10,3,5,,5.0,12.3,Female,Student,Australia,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30622,20,15.0,1.38,1,16.6,8.1,15.0,1,45.0,2,6,5.0,4,2,2,57.0,21.0,1.0,Male,Employed Full-time,India,,Meditation/Journaling,Yes,Yes,No,Yes,No,Good
D30623,29,40.0,3.76,1,41.6,7.9,11.0,2,493.0,6,9,5.0,4,1,2,80.0,10.0,0.0,Male,Employed Full-time,Philippines,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30624,26,33.0,1.8,2,16.9,7.2,24.0,1,107.0,5,9,5.0,5,0,2,70.0,17.0,7.2,Prefer not to say,Student,United States,Smartphone,Reading,Yes,Yes,No,Yes,No,Fair
D30625,21,40.0,3.6,3,17.4,7.1,30.0,1,99.0,6,9,5.0,6,3,1,,34.0,5.2,Male,,Canada,Tablet,Watching Videos,No,Yes,Yes,Yes,Yes,Poor
D30626,33,68.0,5.21,2,34.7,7.3,25.0,1,126.0,6,6,5.0,7,1,1,92.0,38.0,5.8,Female,Unemployed,United Kingdom,Smartphone,Meditation/Journaling,Yes,Yes,Yes,No,Yes,Good
D30627,29,60.0,2.54,4,17.9,7.4,10.0,2,104.0,5,3,5.0,8,0,3,22.0,4.0,7.7,Female,Student,United Kingdom,Smartphone,Meditation/Journaling,Yes,No,Yes,No,No,Fair
D30628,35,28.0,1.98,0,28.5,6.6,17.0,0,223.0,2,4,5.0,8,0,2,53.0,20.0,12.6,Male,Student,United States,Tablet,No Fixed Routine,No,Yes,No,No,No,Fair
D30629,28,52.0,2.02,2,24.2,7.5,30.0,2,289.0,5,7,5.0,7,1,4,76.0,40.0,4.1,Female,Student,Philippines,Smartphone,Meditation/Journaling,Yes,Yes,Yes,No,No,Good
D30630,34,38.0,1.68,0,46.3,8.1,20.0,0,125.0,6,9,5.0,2,0,1,37.0,106.0,0.0,Female,Student,Philippines,TV,Scrolling Social Media,No,Yes,No,No,Yes,Good
D30631,18,57.0,4.44,1,57.6,7.6,36.0,2,95.0,6,7,5.0,6,3,3,18.0,51.0,2.0,Male,Employed Full-time,Canada,Smartphone,Scrolling Social Media,Yes,Yes,No,No,No,Fair
D30632,22,26.0,1.9,1,30.6,7.9,34.0,0,180.0,6,7,5.0,7,1,2,62.0,17.0,1.7,Male,Employed Part-time,Brazil,Smartphone,No Fixed Routine,Yes,Yes,No,No,Yes,Fair
D30633,28,55.0,2.94,2,31.4,7.0,17.0,1,217.0,1,5,5.0,5,0,2,30.0,65.0,7.3,Female,Student,Canada,Smartphone,Watching Videos,Yes,Yes,No,No,No,Fair
D30634,19,43.0,2.61,2,19.6,7.8,23.0,3,64.0,5,7,4.0,9,0,4,39.0,40.0,2.8,Male,Student,United Kingdom,Smartphone,Watching Videos,No,No,No,No,No,Good
D30635,28,49.0,3.73,4,12.8,6.2,30.0,3,4.0,4,8,3.0,9,1,3,16.0,50.0,13.1,Female,Employed Full-time,India,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Poor
D30636,26,55.0,3.87,2,27.2,6.6,31.0,2,150.0,4,5,4.0,5,0,2,71.0,14.0,11.6,Female,Employed Full-time,United States,Smartphone,Scrolling Social Media,Yes,Yes,No,Yes,Yes,Poor
D30637,24,26.0,6.36,2,9.1,7.1,21.0,1,72.0,1,3,5.0,8,2,3,50.0,153.0,6.4,Male,Student,United Kingdom,Smartphone,Reading,No,Yes,Yes,No,Yes,Fair
D30638,47,77.0,3.67,3,27.1,7.0,47.0,2,,5,10,5.0,6,2,4,57.0,39.0,7.4,Female,Unemployed,Australia,Laptop,Watching Videos,No,Yes,No,Yes,Yes,Poor
D30639,35,25.0,1.73,0,24.0,7.1,30.0,0,34.0,2,5,5.0,4,0,0,81.0,34.0,5.7,Male,Student,Canada,Smartphone,Watching Videos,Yes,Yes,No,No,No,Good
D30640,29,24.0,5.45,1,24.9,9.0,10.0,1,163.0,2,5,5.0,9,2,5,85.0,23.0,0.0,Female,Employed Full-time,Canada,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Good
D30641,28,49.0,7.06,2,25.2,7.4,10.0,2,28.0,3,4,5.0,5,0,3,31.0,39.0,5.3,Female,Student,United States,Tablet,No Fixed Routine,No,Yes,Yes,No,Yes,Fair
D30642,32,112.0,6.63,5,22.4,6.9,44.0,2,134.0,4,7,3.0,7,0,4,27.0,3.0,10.2,Male,Employed Full-time,Brazil,Smartphone,No Fixed Routine,Yes,Yes,No,No,Yes,Poor
D30643,29,37.0,2.16,0,35.9,7.7,40.0,1,119.0,4,8,5.0,8,2,2,35.0,93.0,0.0,Prefer not to say,Unemployed,Canada,TV,Scrolling Social Media,Yes,Yes,No,No,Yes,Fair
D30644,25,43.0,5.4,1,45.4,7.3,12.0,1,46.0,5,7,5.0,7,0,3,79.0,2.0,3.1,Male,Student,United States,Smartphone,Watching Videos,No,Yes,Yes,No,No,Good
D30645,15,20.0,1.58,0,17.6,8.3,16.0,3,97.0,3,6,5.0,7,0,4,28.0,55.0,0.9,Female,Employed Part-time,Nigeria,Smartphone,Scrolling Social Media,Yes,Yes,No,No,No,Fair
D30646,18,59.0,3.36,1,59.2,8.4,23.0,0,47.0,5,5,5.0,4,0,1,61.0,14.0,0.0,Female,Student,Germany,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Good
D30647,15,36.0,1.54,2,19.8,7.3,20.0,1,80.0,7,7,5.0,3,0,1,73.0,114.0,4.4,Male,Student,India,Smartphone,Scrolling Social Media,Yes,Yes,Yes,Yes,Yes,Fair
D30648,29,18.0,5.4,0,14.7,8.0,2.0,0,79.0,2,5,5.0,4,1,0,43.0,20.0,1.7,Female,Employed Full-time,India,Laptop,Scrolling Social Media,No,Yes,No,Yes,Yes,Fair
